CODIGO_DA_IES,NOME_DA_IES,SIGLA,CATEGORIA_DA_IES,COMUNITARIA,CONFESSIONAL,FILANTROPICA,ORGANIZACAO_ACADEMICA,CODIGO_MUNICIPIO_IBGE,MUNICIPIO,UF,SITUACAO_IES
15445,Faculdade Da Indústria Curitiba,FAIND/CTBA,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Extinta
4693,Faculdade De Tecnologia De Nova Andradina,Não informado,Privada,Não,Não,Não,Faculdade,5006200.0,Nova Andradina,MS,Extinta
4166,Faculdade Unibrasília De Minas Gerais,BRASÍLIA,Privada,Não,Não,Não,Faculdade,3170107.0,Uberaba,MG,Em Atividade
1330,Faculdade Cotemig,COTEMIG,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
1234,Faculdade Metropolitana,POLIFUCS,Privada,Não,Não,Não,Faculdade,2919207.0,Lauro De Freitas,BA,Extinta
4747,Faculdade Regional De Riachão Do Jacuípe,FARJ,Privada,Não,Não,Não,Faculdade,2926301.0,Riachão Do Jacuípe,BA,Em Atividade
637,Faculdade De Engenharia São Paulo,FESP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
26629,Faculdade Vale Do Pajeu João Alfredo,FVP,Privada,Não,Não,Não,Faculdade,2608107.0,João Alfredo,PE,Em Atividade
21892,Centro De Ensino Superior De Palmas,CESUP,Privada,Não,Não,Não,Faculdade,1721000.0,Palmas,TO,Em Atividade
19517,Faculdade Do Centro Educacional Santa Isabel,FACESI,Privada,Não,Não,Não,Faculdade,4323002.0,Viamão,RS,Em Atividade
1353,Instituto De Ensino Superior De Garça,IESG,Privada,Não,Não,Não,Faculdade,3516705.0,Garça,SP,Extinta
24551,Afya Faculdade De Ciências Médicas De Manacapuru,AFYA MANACAPURU,Privada,Não,Não,Não,Faculdade,1302504.0,Manacapuru,AM,Em Atividade
20588,Faculdade De Direito De Uruguaiana - Anhanguera,Não informado,Privada,Não,Não,Não,Faculdade,4322400.0,Uruguaiana,RS,Em Atividade
3603,Faculdade Anhanguera De Guarulhos,Não informado,Privada,Não,Não,Não,Faculdade,3518800.0,Guarulhos,SP,Em Atividade
22317,Escola Superior Da Amazônia De Abaetetuba,ESAMAZ,Privada,Não,Não,Não,Faculdade,1500107.0,Abaetetuba,PA,Em Atividade
1085,Faculdade Metodista Centenário,FMC,Privada,Não,Não,Não,Faculdade,4316907.0,Santa Maria,RS,Em Atividade
23176,Faculdade De Educação Superior De Sete Lagoas,Não informado,Privada,Não,Não,Não,Faculdade,3167202.0,Sete Lagoas,MG,Em Atividade
3232,Fi - Faculdade Iguaçu,FI,Privada,Não,Não,Não,Faculdade,4104501.0,Capanema,PR,Em Atividade
5025,Faculdade Unina,Não informado,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
23179,Centro De Ensino Superior De Catalão,Não informado,Privada,Não,Não,Não,Faculdade,5205109.0,Catalão,GO,Extinta
2556,Fiam-Faam - Centro Universitário,UNIFIAM-FAAM,Privada,Não,Não,Não,Centro Universitário,3550308.0,São Paulo,SP,Em Atividade
24689,Faculdade Brasiliana,FABRASI,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
22314,Faculdade Nove De Julho Guarulhos,NOVE-GUARULHOS,Privada,Não,Não,Não,Faculdade,3518800.0,Guarulhos,SP,Em Atividade
2165,Faculdade Foz Do Iguaçu,FAFIG,Privada,Não,Não,Não,Faculdade,4108304.0,Foz Do Iguaçu,PR,Em Atividade
24399,Faculdade Escola Sobral De Oliveira,FAESDO,Privada,Não,Não,Não,Faculdade,2304954.0,Guaiúba,CE,Em Atividade
18676,Faculdade Uninassau Palmas,Nassau Palmas,Privada,Não,Não,Não,Faculdade,1721000.0,Palmas,TO,Em Atividade
2633,Instituto De Educação E Tecnologias,INET,Privada,Não,Não,Não,Faculdade,2927408.0,Salvador,BA,Extinta
17691,Faculdade De Tecnologia Senai Gaspar Ricardo Junior,Não informado,Privada,Não,Não,Não,Faculdade,3552205.0,Sorocaba,SP,Em Atividade
2399,Faculdade De Sorocaba,Não informado,Privada,Não,Não,Não,Faculdade,3552205.0,Sorocaba,SP,Em Atividade
21555,Faculdade Sion,SION,Privada,Não,Não,Não,Faculdade,1400100.0,Boa Vista,RR,Em Atividade
1401,Faculdade Adelmar Rosado,FAR,Privada,Não,Não,Não,Faculdade,2211001.0,Teresina,PI,Em Atividade
5387,Faculdade Impacta,IMPACTA,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
2568,Faculdade Zacarias De Góes,FAZAG,Privada,Não,Não,Não,Faculdade,2932903.0,Valença,BA,Em Atividade
668,Centro Universitário De Ensino Superior Do Amazonas,CIESA,Privada,Não,Não,Não,Centro Universitário,1302603.0,Manaus,AM,Em Atividade
1335,Instituto De Ensino Superior Thathi,FACULDADE THATHI COC,Privada,Não,Não,Não,Faculdade,3502804.0,Araçatuba,SP,Extinta
21426,Faculdade Novoeste,NOVOESTE,Privada,Não,Não,Não,Faculdade,5002704.0,Campo Grande,MS,Em Atividade
2469,Instituto Macapaense De Ensino Superior,IMMES,Privada,Não,Não,Não,Faculdade,1600303.0,Macapá,AP,Em Atividade
26133,Faculdade Da Zona Leste Paulistana,Fazlesp,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
14782,Faculdade De Tecnologia Senai Cascavel,Não informado,Privada,Não,Não,Não,Faculdade,4104808.0,Cascavel,PR,Extinta
4566,Estácio Fatern - Faculdade Estácio Do Rio Grande Do Norte,ESTÁCIO FATERN,Privada,Não,Não,Não,Faculdade,2408102.0,Natal,RN,Em Atividade
20636,Faculdade Trilógica Keppe & Pacheco,Keppe & Pacheco,Privada,Não,Não,Não,Faculdade,3110707.0,Cambuquira,MG,Em Atividade
23101,Faculdade De Engenharia Pitágoras De Santarém,Não informado,Privada,Não,Não,Não,Faculdade,1506807.0,Santarém,PA,Extinta
5013,Centro Universitário Estadual Da Zona Oeste,UEZO,Pública,Não,Não,Não,Centro Universitário,3304557.0,Rio De Janeiro,RJ,Extinta
3166,Instituto Superior De Educação De Ibiúna,ISEI,Privada,Não,Não,Não,Faculdade,3519709.0,Ibiúna,SP,Extinta
15752,Faculdade De Tecnologia De Guarulhos,FATEC GR,Pública,Não,Não,Não,Faculdade,3518800.0,Guarulhos,SP,Em Atividade
3293,Faculdade De Tecnologia Diamante,FATED,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
10836,Faculdade União Araruama De Ensino S/S Ltda.,FAC-UNILAGOS,Privada,Não,Não,Não,Faculdade,3300209.0,Araruama,RJ,Em Atividade
4028,Faculdade De Itapecerica Da Serra,FIT,Privada,Não,Não,Não,Faculdade,3522208.0,Itapecerica Da Serra,SP,Extinta
2279,Centro Universitário Metrocamp Wyden,UniMetrocamp Wyden,Privada,Não,Não,Não,Centro Universitário,3509502.0,Campinas,SP,Em Atividade
4777,Faculdade Kennedy De Belo Horizonte,FKBH,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
1908,Faculdade Brasileira Cristã,FBC,Privada,Não,Não,Não,Faculdade,3205002.0,Serra,ES,Em Atividade
2703,Faculdade Senac Em Minas Contagem,FACSENAC-MG/CONTAGEM,Privada,Não,Não,Não,Faculdade,3118601.0,Contagem,MG,Em Atividade
2123,Centro Universitário Max Planck,UniMAX,Privada,Não,Não,Não,Centro Universitário,3520509.0,Indaiatuba,SP,Em Atividade
1213,Faculdade Fleming,SEF,Privada,Não,Não,Não,Faculdade,3509502.0,Campinas,SP,Extinta
4961,Faculdade Integrada De Araguatins,FAIARA,Privada,Não,Não,Não,Faculdade,1702208.0,Araguatins,TO,Extinta
2248,Faculdade Sergipana,FASER,Privada,Não,Não,Não,Faculdade,2800308.0,Aracaju,SE,Em Atividade
4492,Faculdade Paschoal Dantas,FPD,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
5375,Escola Superior De Aviação Civil,ESAC,Privada,Não,Não,Não,Faculdade,2504009.0,Campina Grande,PB,Extinta
3530,Faculdade De Nanuque,FANAN,Privada,Não,Não,Não,Faculdade,3144300.0,Nanuque,MG,Extinta
22130,Faculdade De Ciências Jurídicas De Tucuruí,Não informado,Privada,Não,Não,Não,Faculdade,1508100.0,Tucuruí,PA,Extinta
886,Faculdade De Hortolândia,FACH,Privada,Não,Não,Não,Faculdade,3519071.0,Hortolândia,SP,Em Atividade
1166,"Instituto Federal De Educação, Ciência E Tecnologia  Da Paraíba",IFPB,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",2507507.0,João Pessoa,PB,Em Atividade
1691,Faculdade Práxis,FIPEP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
2537,Faculdade Multivix Cariacica,MULTIVIX CARIAC,Privada,Não,Não,Não,Faculdade,3201308.0,Cariacica,ES,Em Atividade
298,Universidade Pitágoras Unopar Anhanguera,Unopar,Privada,Não,Não,Não,Universidade,4113700.0,Londrina,PR,Em Atividade
15057,Centro Universitário Universo Juiz De Fora,Não informado,Privada,Não,Não,Não,Centro Universitário,3136702.0,Juiz De Fora,MG,Em Atividade
18759,Universidade Federal Do Cariri,UFCA,Pública,Não,Não,Não,Universidade,2307304.0,Juazeiro Do Norte,CE,Em Atividade
1077,Centro Universitário Estácio Do Recife,Não informado,Privada,Não,Não,Não,Centro Universitário,2611606.0,Recife,PE,Em Atividade
18719,Faculdade De Educação De Santa Catarina,FAESC,Privada,Não,Não,Não,Faculdade,4205407.0,Florianópolis,SC,Em Atividade
4725,Faculdade De Tecnologia Egídio José Da Silva,FATEGIDIO,Privada,Não,Não,Não,Faculdade,3168606.0,Teófilo Otoni,MG,Extinta
1355,Faculdades Integradas De Jahu,FIJ,Privada,Não,Não,Não,Faculdade,3525300.0,Jaú,SP,Em Atividade
491,Centro Universitário Don Domênico,UNIDON,Privada,Não,Não,Não,Centro Universitário,3518701.0,Guarujá,SP,Em Atividade
3027,Faculdade De Ibiporã,Não informado,Privada,Não,Não,Não,Faculdade,4109807.0,Ibiporã,PR,Extinta
19335,Faculdade Univeritas Universus Veritas Anápolis,VERITAS ANÁPOLIS,Privada,Não,Não,Não,Faculdade,5201108.0,Anápolis,GO,Extinta
621,Centro Universitário Cesmac,CESMAC,Privada,Não,Não,Não,Centro Universitário,2704302.0,Maceió,AL,Em Atividade
29989,Gi Faculdade,FGI,Privada,Não,Não,Não,Faculdade,3105608.0,Barbacena,MG,Em Atividade
26519,Faculdade Fex Educação,FEXEducação,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
13856,Faculdade Faccentro,Não informado,Privada,Não,Não,Não,Faculdade,4314902.0,Porto Alegre,RS,Extinta
2324,Faculdade Anhanguera De São José-Sc,FASJ-SC,Privada,Não,Não,Não,Faculdade,4216602.0,São José,SC,Em Atividade
22168,Faculdade Unopar De Ciências Jurídicas De Santa Cruz Do Sul,Não informado,Privada,Não,Não,Não,Faculdade,4316808.0,Santa Cruz Do Sul,RS,Extinta
21583,Faculdade De Educação Superior De Pernambuco,FAESPE,Privada,Não,Não,Não,Faculdade,2611101.0,Petrolina,PE,Em Atividade
22158,Faculdade Anhanguera De Petrolina,Não informado,Privada,Não,Não,Não,Faculdade,2611101.0,Petrolina,PE,Em Atividade
2840,Faculdade Metodista De Teologia E Ciências Humanas Da Amazônia,FATEO-PVH,Privada,Não,Não,Não,Faculdade,1100205.0,Porto Velho,RO,Extinta
18896,Soberana Faculdade De Saúde De Petrolina,SOBERANA,Privada,Não,Não,Não,Faculdade,2611101.0,Petrolina,PE,Em Atividade
14150,Faculdade Presidente Antônio Carlos De Montes Claros,FUNEC Montes Claros,Privada,Não,Não,Não,Faculdade,3143302.0,Montes Claros,MG,Extinta
26171,Faculdade Aria,Não informado,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
17631,Faculdade Senai De Tecnologia De Poços De Caldas,FATEC POÇOS,Privada,Não,Não,Não,Faculdade,3151800.0,Poços De Caldas,MG,Extinta
21204,Faculdade Uniterp,FACTERP,Privada,Não,Não,Não,Faculdade,3549805.0,São José Do Rio Preto,SP,Em Atividade
3099,Faculdade Internacional Da Paraíba,FPB,Privada,Não,Não,Não,Faculdade,2507507.0,João Pessoa,PB,Em Atividade
1578,"Instituto Federal De Educação, Ciência E Tecnologia Sul-Rio-Grandense",IFSul,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",4314407.0,Pelotas,RS,Em Atividade
1869,Centro Universitário De Itajubá,FEPI,Privada,Não,Não,Não,Centro Universitário,3132404.0,Itajubá,MG,Em Atividade
438,Faculdade De Filosofia Ciências E Letras De Ituverava,FFCL,Privada,Sim,Não,Não,Faculdade,3524105.0,Ituverava,SP,Em Atividade
15497,Universidade Da Integração Internacional Da Lusofonia Afro-Brasileira,UNILAB,Pública,Não,Não,Não,Universidade,2311603.0,Redenção,CE,Em Atividade
22769,Gaia,Gaia,Privada,Não,Não,Não,Faculdade,3552205.0,Sorocaba,SP,Em Atividade
3962,Universidade Senai Cimatec,SENAI CIMATEC,Privada,Não,Não,Não,Universidade,2927408.0,Salvador,BA,Em Atividade
14133,Faculdade Presidente Antônio Carlos De Lambari,FAPAC LAMBARI,Privada,Não,Não,Não,Faculdade,3137809.0,Lambari,MG,Extinta
2886,Faculdade Zumbi Dos Palmares,FAZP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
1272,Faculdade Sant´Anna De Salto,FASAS,Privada,Não,Não,Não,Faculdade,3545209.0,Salto,SP,Extinta
22236,Faculdade Unopar De Ciências Jurídicas De Sete Lagoas,Não informado,Privada,Não,Não,Não,Faculdade,3167202.0,Sete Lagoas,MG,Em Atividade
18132,Faculdade Estácio De Barbacena- Estáciobarbacena,Não informado,Privada,Não,Não,Não,Faculdade,3105608.0,Barbacena,MG,Extinta
23817,Faculdade De Ciências Médicas Cemepe,CEMEPE,Privada,Não,Não,Não,Faculdade,3106200.0,Belo Horizonte,MG,Em Atividade
20,Universidade De Passo Fundo,UPF,Privada,Sim,Não,Não,Universidade,4314100.0,Passo Fundo,RS,Em Atividade
4522,Centro Universitário Católico Salesiano Auxilium,UNISALESIANO,Privada,Não,Não,Não,Centro Universitário,3527108.0,Lins,SP,Em Atividade
12268,Faculdade De Tecnologia De Cruzeiro Do Oeste,FACO,Privada,Não,Não,Não,Faculdade,4106605.0,Cruzeiro Do Oeste,PR,Em Atividade
1055,Centro Universitário Maurício De Nassau De Salvador,Uninassau Salvador,Privada,Não,Não,Não,Centro Universitário,2927408.0,Salvador,BA,Em Atividade
1404,Faculdade De Piracanjuba,FAP,Privada,Não,Não,Não,Faculdade,5217104.0,Piracanjuba,GO,Em Atividade
2364,Faculdade De Administração De Empresas De Paraíso Do Tocantins,FAP,Privada,Não,Não,Não,Faculdade,1716109.0,Paraíso Do Tocantins,TO,Extinta
1832,Faculdade De Jaboticabal,FAJAB,Privada,Não,Não,Não,Faculdade,3524303.0,Jaboticabal,SP,Extinta
25774,Faculdade Anclivepa Brasília,Não informado,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
803,Faculdade Interação Americana,FIA,Privada,Não,Não,Não,Faculdade,3548708.0,São Bernardo Do Campo,SP,Extinta
19219,Faculdade Fasipe Df,FACDF,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
4091,Faculdade De Tecnologia Ad1,AD1,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
277,Centro Universitário Augusto Motta,UNISUAM,Privada,Não,Não,Não,Centro Universitário,3304557.0,Rio De Janeiro,RJ,Em Atividade
22059,Faculdade Pitágoras De Medicina De Eunápolis,Não informado,Privada,Não,Não,Não,Faculdade,2910727.0,Eunápolis,BA,Em Atividade
23224,Faculdade Presidente Dutra,FAP,Privada,Não,Não,Não,Faculdade,2109106.0,Presidente Dutra,MA,Em Atividade
257,Faculdade De Administração E Ciências Contábeis Luzwell,LUZWELL,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Extinta
1290,Faculdade Álvares De Azevedo,FAATESP,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
1857,Faculdade Dehoniana,DEHONIANA,Privada,Não,Não,Não,Faculdade,3554102.0,Taubaté,SP,Em Atividade
22018,Faculdade De Tecnologia De Sinop,FASTECH,Privada,Não,Não,Não,Faculdade,5107909.0,Sinop,MT,Em Atividade
790,Faculdade Israelita De Ciências Da Saúde Albert Einstein,FICSAE,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
2177,Faculdade Instituto Paulista De Ensino,FIPEN,Privada,Não,Não,Não,Faculdade,3534401.0,Osasco,SP,Em Atividade
18646,Faculdade De Sobral,FASOL,Privada,Não,Não,Não,Faculdade,2312908.0,Sobral,CE,Em Atividade
20561,Faculdade Sulamérica Brasília,Não informado,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Extinta
2302,Faculdade Porto Seguro,FAPS,Privada,Não,Não,Não,Faculdade,3203007.0,Iúna,ES,Extinta
19958,Faculdade De Gestao E Negocios De Teresina,FGN TERESINA,Privada,Não,Não,Não,Faculdade,2211001.0,Teresina,PI,Extinta
1590,Centro Universitário Estácio De São Luís,Não informado,Privada,Não,Não,Não,Centro Universitário,2111300.0,São Luís,MA,Em Atividade
1991,Faculdade João Paulo Primeiro,FAJOPP,Privada,Não,Não,Não,Faculdade,3534401.0,Osasco,SP,Extinta
3163,"Instituto Federal De Educação, Ciência E Tecnologia Do Rio De Janeiro",IFRJ,Pública,Não,Não,Não,"Instituto Federal de Educação, Ciência e Tecnologia",3304557.0,Rio De Janeiro,RJ,Em Atividade
219,Faculdade De Educação Ciências E Artes Dom Bosco De Monte Aprazível,FAECA DOM BOSCO,Privada,Não,Não,Não,Faculdade,3531407.0,Monte Aprazível,SP,Em Atividade
2160,Faculdade Sant Ana,IESSA,Privada,Não,Não,Não,Faculdade,4119905.0,Ponta Grossa,PR,Em Atividade
25719,Faculdade Inpós,INPÓS,Privada,Não,Não,Não,Faculdade,5208707.0,Goiânia,GO,Em Atividade
2841,Faculdade Paranapanema,FP,Privada,Não,Não,Não,Faculdade,4120002.0,Porecatu,PR,Extinta
14174,Faculdade Presidente Antônio Carlos De São Gonçalo Do Rio Abaixo,FUNEC SGRA,Privada,Não,Não,Não,Faculdade,3161908.0,São Gonçalo Do Rio Abaixo,MG,Extinta
1872,Centro Universitário Santa Cruz De Curitiba,UNI SANTA CRUZ,Privada,Não,Não,Não,Centro Universitário,4106902.0,Curitiba,PR,Em Atividade
23,Universidade Feevale,FEEVALE,Privada,Sim,Não,Não,Universidade,4313409.0,Novo Hamburgo,RS,Em Atividade
506,Faculdade De Medicina De Campos,FMC,Privada,Não,Não,Não,Faculdade,3301009.0,Campos Dos Goytacazes,RJ,Em Atividade
1281,Faculdade De Ciências Sociais E Agrárias De Itapeva,FAIT,Privada,Não,Não,Não,Faculdade,3522406.0,Itapeva,SP,Em Atividade
4969,Centro Universitário Itop,UNITOP,Privada,Não,Não,Não,Centro Universitário,1721000.0,Palmas,TO,Em Atividade
14263,Faculdade Presidente Antônio Carlos De Itajubá,Não informado,Privada,Não,Não,Não,Faculdade,3132404.0,Itajubá,MG,Extinta
22000,Faculdade Metropolitana Do Litoral Rio Grandense,FAMELI,Privada,Não,Não,Não,Faculdade,4304630.0,Capão Da Canoa,RS,Extinta
23459,Faculdade De Tecnologia De Adamantina,Não informado,Pública,Não,Não,Não,Faculdade,3500105.0,Adamantina,SP,Em Atividade
1780,Faculdade Horizontina,FAHOR,Privada,Sim,Não,Não,Faculdade,4309605.0,Horizontina,RS,Em Atividade
4632,Faculdade Ideau De Caxias Do Sul,IDEAU,Privada,Não,Não,Não,Faculdade,4305108.0,Caxias Do Sul,RS,Em Atividade
23096,Faculdade Santo Antônio - Sjc,FSA,Privada,Não,Não,Não,Faculdade,3549904.0,São José Dos Campos,SP,Em Atividade
26610,Faculdade De Querência,FAQUE,Privada,Não,Não,Não,Faculdade,5107065.0,Querência,MT,Em Atividade
5312,Centro Universitário Unifaat,UNIFAAT,Privada,Não,Não,Não,Centro Universitário,3504107.0,Atibaia,SP,Em Atividade
1298,Faculdade Estácio De Alagoas - Estácio Fal,ESTÁCIO FAL,Privada,Não,Não,Não,Faculdade,2704302.0,Maceió,AL,Em Atividade
3039,Faculdade Vasconcellos & Souza,Não informado,Privada,Não,Não,Não,Faculdade,3200409.0,Anchieta,ES,Extinta
3430,"Faculdade Uberlandense De Núcleos Integrados De Ensino, Serviço Social E Aprendizagem",FAESSA,Privada,Não,Não,Não,Faculdade,3170206.0,Uberlândia,MG,Em Atividade
22753,Faculdade Rio Parnaíba,FARP,Privada,Não,Não,Não,Faculdade,2112209.0,Timon,MA,Em Atividade
26205,Faculdade De Tecnologia Rocketseat,FTR,Privada,Não,Não,Não,Faculdade,3550308.0,São Paulo,SP,Em Atividade
3973,Faculdade De Tecnologia Bandeirantes,FATECBAND,Privada,Não,Não,Não,Faculdade,3530607.0,Mogi Das Cruzes,SP,Extinta
17704,Faculdade Retama,RETAMA,Privada,Não,Não,Não,Faculdade,1721000.0,Palmas,TO,Extinta
1463,Faculdade De Barueri,FCGB,Privada,Não,Não,Não,Faculdade,3505708.0,Barueri,SP,Extinta
6182,Faculdade De Educação Tecnológica Do Estado Do Rio De Janeiro - Faeterj,Não informado,Privada,Não,Não,Não,Faculdade,3306008.0,Três Rios,RJ,Extinta
10846,Faculdade De Inovação Do Paraná,FAI,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Extinta
1273,Centro Universitário Campo Limpo Paulista,UNIFACCAMP,Privada,Não,Não,Não,Centro Universitário,3509601.0,Campo Limpo Paulista,SP,Em Atividade
4674,Faculdade Porto Das Águas,FAPAG,Privada,Não,Não,Não,Faculdade,4213500.0,Porto Belo,SC,Em Atividade
2054,Faculdade De Educação De Nova Andradina,FENA,Privada,Não,Não,Não,Faculdade,5006200.0,Nova Andradina,MS,Em Atividade
4992,Faculdade De Tecnologia Centec - Sertão Central,FTC SERTÃO CENTRAL,Privada,Não,Não,Não,Faculdade,2311405.0,Quixeramobim,CE,Em Atividade
22093,Faculdade Ages De Medicina,Faculdade AGES,Privada,Não,Não,Não,Faculdade,2917508.0,Jacobina,BA,Em Atividade
22102,Faculdade De Tecnologia Senac Curitiba Portão,Não informado,Privada,Não,Não,Não,Faculdade,4106902.0,Curitiba,PR,Em Atividade
23924,Faculdade Anhanguera De São João De Meriti,Não informado,Privada,Não,Não,Não,Faculdade,3305109.0,São João De Meriti,RJ,Em Atividade
21586,Faculdade Maurício De Nassau De Betim,FMN Betim,Privada,Não,Não,Não,Faculdade,3106705.0,Betim,MG,Extinta
22176,Faculdade Enau,FacEnau,Privada,Não,Não,Não,Faculdade,3543303.0,Ribeirão Pires,SP,Em Atividade
4330,Faculdade Eficaz,EFICAZ,Privada,Não,Não,Não,Faculdade,4115200.0,Maringá,PR,Em Atividade
13684,Faculdade Anhanguera De Contagem,Não informado,Privada,Não,Não,Não,Faculdade,3118601.0,Contagem,MG,Em Atividade
3573,Faculdade Teológica Batista De Brasília,FTBB,Privada,Não,Não,Não,Faculdade,5300108.0,Brasília,DF,Em Atividade
25123,Faculdade Vale Do Iguaçu Canoinhas,UGV Canoinhas,Privada,Não,Não,Não,Faculdade,4203808.0,Canoinhas,SC,Em Atividade
